RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,SEED
1,Houston,B12,34,30,119.2,85.5,0.9785,49.7,44,13.7,24.7,36.9,30.2,29.9,39,48.4,43.4,34.7,30,63.3,10.6,1
2,Connecticut,BE,34,31,127.1,93.6,0.9712,57.1,45.1,14.9,16.2,36.5,26.8,33.3,32.5,58.5,43.7,36.7,31.9,64.6,11.3,1
3,Purdue,B10,33,29,126.2,94.7,0.9644,56,47.7,16.5,14,37.4,24.7,42.8,23,53.2,48.1,40.8,31.4,67.6,11,1
4,Iowa St.,B12,34,27,113.6,86.5,0.9583,51.9,47.1,15.7,25.7,31.6,29.4,36.1,35.2,51.7,46.9,34.9,31.5,67.6,6.9,2
5,Auburn,SEC,34,27,120.7,92.1,0.9573,54.1,43.4,14.9,18.2,32.9,30.3,38.2,41,54.9,42.8,35.2,29.8,69.8,5.5,4
6,Arizona,P12,33,25,121.5,93.6,0.9526,55,48.7,16.1,18.1,36.3,23.1,36.7,25.7,54.6,47.8,37.1,33.4,72,4.9,2
7,Tennessee,SEC,32,24,115.6,91.2,0.9382,51.5,45.4,14.6,18.9,32.4,28.6,34.3,35.8,51.6,44.3,34.2,31.4,69.2,5.8,2
8,Marquette,BE,34,25,118.9,94.6,0.9328,55.1,49.7,14.3,21.1,26,30.8,25.6,28.2,56,49.2,35.8,33.6,69.1,6.5,2
9,North Carolina,ACC,34,27,116.8,93.2,0.9305,51.3,46.4,14.4,14.9,32.8,23.5,36.8,28.3,50.3,46,35.4,31.4,70.4,6.6,1
10,Creighton,BE,32,23,120.6,96.5,0.9289,57.5,46.4,15.3,11.2,25.9,24.6,24.5,16.2,60.6,45.7,36.1,32.2,66.9,4.4,3
11,Duke,ACC,32,24,120.8,96.8,0.9272,55.2,49,14.3,16.9,31.8,25.9,33.8,27.6,54.4,49.1,37.7,32.6,66.9,3.3,4
12,Illinois,B10,34,26,125.3,101.1,0.9221,53.8,48,15.1,12.3,36.2,26.1,37.8,27.1,54.7,46.6,34.9,34.3,69.9,6,3
13,Saint Mary's,WCC,32,26,115.8,93.7,0.9198,53.1,45.1,16,16.7,39,22.4,28.3,32.2,53,43.6,35.5,32.4,62.1,1.4,5
14,Gonzaga,WCC,31,25,121.3,98.6,0.9151,56.7,47.3,14,16.5,33.3,27.2,31.5,25.8,58.3,45.1,35.5,34,69.1,2.5,5
15,Alabama,SEC,32,21,125.2,102.1,0.9126,56.3,49.9,16,15.6,34.9,29.9,35.2,39.6,57.6,51.1,36.5,31.9,72.5,3.4,4
16,Kansas,B12,31,22,113.5,92.7,0.9111,53.4,47.6,16.4,16.8,25.3,26.4,32.8,28.5,54.8,45.3,33.3,33.8,68.9,4.3,4
17,Baylor,B12,32,23,122.2,99.9,0.9103,55.6,51.3,17.7,17.1,35.1,27.1,40.5,30.9,53.4,51.9,39.4,33.5,65.7,5.1,3
18,BYU,B12,33,23,120.6,99,0.9067,55.1,48,15.2,16,32.8,24.7,25.3,32.1,58,48.2,34.8,31.8,69,2.9,6
19,Wisconsin,B10,35,22,119.8,98.8,0.9018,52.4,52.2,14.6,16.9,30.5,24.5,33.5,33.2,52.6,50.4,34.8,37.1,65,3.3,5
20,Texas,B12,32,20,119,98.3,0.9006,53.7,49,16.6,18.6,30.5,30,30.4,35,53.4,47.4,36.1,34.8,67.2,1.2,7
21,St. John's,BE,33,20,119.1,98.3,0.9005,50.9,49.5,15.7,18.5,38.6,30.3,27.3,34.4,50.8,47.9,34.1,35,69.2,0.32,N/A
22,Nebraska,B10,33,23,115.7,95.6,0.8999,53.2,46.3,15.9,16.4,27.8,30,32.4,27.7,52.8,45.2,35.8,31.9,68.7,2.4,8
23,Michigan St.,B10,33,19,112.7,93.3,0.8983,51.5,48,14.7,18.7,29.9,28.7,29.9,32.6,50.5,47.1,35.9,32.8,65.3,0.21,9
24,Florida,SEC,35,24,119.7,99.3,0.8951,51.5,48.8,15.8,14.5,37.5,28.9,38.6,34.2,51.7,49,34.2,32.2,71.6,3,7
25,Kentucky,SEC,32,23,123,102.2,0.8934,57.4,49.5,14.2,16,28.9,30.2,30.4,33.4,54.7,49.8,41.2,32.6,72.5,2.9,3
26,New Mexico,MWC,34,26,114.8,95.5,0.8927,51,48,13.9,19.5,33.4,27,33.1,33.5,51.4,49.2,33.4,30.6,72.8,1.7,11
27,Colorado,P12,34,24,117.2,98,0.8866,55.3,49.3,18.1,15.2,32.4,24,35.3,28.1,53.6,50.1,39.4,31.9,67.7,1.7,10
28,Texas Tech,B12,33,23,117.5,98.4,0.8846,52.8,49.1,16.5,17,30.2,30.3,34.6,26.6,51.5,49.6,36.5,32.1,66.4,3.4,6
29,San Diego St.,MWC,32,24,111.5,93.9,0.8789,49.8,47.2,16,18,32.7,28,37.5,33.3,51.6,48.3,31.3,30.5,66.1,2.6,5
30,Mississippi St.,SEC,34,21,112.6,94.9,0.8772,51.7,47.7,18.7,18.2,35.4,27.6,37.9,32.4,53.4,50.2,32.5,29.4,67.2,0.8,8
31,Northwestern,B10,32,21,117.2,99.2,0.8717,53.2,51.6,13.3,18.8,25.7,28.2,29.9,39.4,49.7,50.3,39.4,35.9,63.7,1.5,9
32,Villanova,BE,33,18,110.4,93.5,0.871,50.7,48.2,14.5,16.1,25.2,24.4,26.5,25.9,50.4,47.6,34,32.7,63.3,-1.1,N/A
33,TCU,B12,33,21,114.5,97.1,0.869,51.9,50.3,17.9,20.8,35.5,28.6,35.1,35.7,51.2,50.9,35.6,32.8,69.9,1.3,9
34,Wake Forest,ACC,33,20,116.5,99,0.866,54.7,48.9,15.6,16.2,26.3,26.2,31.5,30.7,54,48.8,37.2,32.6,68,-1.3,N/A
35,Clemson,ACC,32,21,116.7,99.3,0.8647,53.9,48.7,14.9,13.6,27.7,25.2,30.6,31.2,54.4,47.1,35.4,34,66.2,0.9,6
36,Ohio St.,B10,33,20,115.5,98.4,0.8636,51.2,48.2,15.6,15.9,31.4,29.2,33.9,31.1,51,46.4,34.3,34.7,65.4,-0.23,N/A
37,Nevada,MWC,32,26,115.1,98,0.8632,53.3,48.2,15,17.3,27.5,27.2,46.2,34.3,52.6,49.1,36.5,31.3,66.8,2.7,10
38,Pittsburgh,ACC,33,22,115.8,98.9,0.86,51.6,49,13.4,16.6,31,23.8,30.5,30.5,50,50.8,35.7,30.8,65.8,0.3,N/A
39,Washington St.,P12,33,24,112.8,96.6,0.8556,52.1,47.3,16.1,15.9,32.9,24.9,31.7,32.7,52.6,46.9,34,32,64.9,1.9,7
40,Dayton,A10,31,24,117.4,100.7,0.8547,56.6,47.9,15.8,15.7,26.9,29,37.2,21.8,53.7,48.2,40.2,31.7,64,2.6,7
41,Boise St.,MWC,30,22,114,97.8,0.8538,51.6,49.8,16.5,16.8,32.5,23.1,36.1,33.1,51.2,52.1,34.8,30.6,66.6,0.9,10
42,Cincinnati,B12,34,20,111.2,95.5,0.8521,50,47.6,17.4,17.6,37.2,25.6,27.9,29.6,50.8,46.4,32.4,33.3,67.3,-0.7,N/A
43,Texas A&M,SEC,34,20,115,98.9,0.8499,45.4,50.1,14.2,16.9,41.9,28,38.2,31.2,47,49.5,28.4,33.9,65.6,0.25,9
44,Indiana St.,MVC,33,28,117.5,101.3,0.8464,59.9,49,16.5,15.5,23.4,23.1,32.5,25.5,62,48.7,38.4,33,70.5,1.9,N/A
45,Colorado St.,MWC,32,24,113.8,98.1,0.846,54.6,49.3,14.8,16.9,24.3,27.5,32.6,31.8,57.6,48.5,33.2,34,65.8,1.5,10
46,Oklahoma,B12,32,20,113.1,97.6,0.8436,53.1,47.4,18.1,16.5,30.1,26.2,37.7,31.1,53.9,48.9,34.5,29.9,67.1,1.2,N/A
47,South Carolina,SEC,33,26,114.4,98.9,0.842,50.8,48,15.5,14.9,33.1,28,31.8,30.8,51.1,46.8,33.5,33.6,63,4.7,6
48,Utah,P12,33,19,112.9,97.6,0.8419,53.7,48.6,16.3,14.5,28.3,26.2,27.4,26.2,53.8,47.2,35.7,34,69.7,-1.1,N/A
49,Drake,MVC,33,28,114.8,100.2,0.8283,54.9,51,13.9,17.4,24.2,22.1,32.6,31,55.1,51.9,36.5,33,67.8,1.7,10
50,Iowa,B10,32,18,119.1,103.9,0.828,52.7,52.1,13.1,16.6,27.6,30.5,33,33.1,53,51,34.7,36.1,71.6,-0.36,N/A
51,Seton Hall,BE,32,20,111.6,97.7,0.8219,49.8,49.5,18.8,17.8,35.9,29.3,32.5,27.4,50.1,48.5,32.7,33.8,66,1,N/A
52,Florida Atlantic,Amer,33,25,117.3,103,0.817,55,49.7,15.8,16.5,33.8,29.2,34.8,27.5,56,49.3,35.6,33.6,67.9,1.2,8
53,Butler,BE,31,18,112.4,98.7,0.8167,51.8,49.9,15.2,16.1,26.2,29,27,22.5,51.5,50.7,34.8,32.5,68.4,-0.9,N/A
54,Virginia Tech,ACC,32,18,116,101.9,0.8166,54.1,51.5,16.3,17.1,25.2,26.5,33.1,30,55.1,51.5,35.1,34.4,67.5,-2.2,N/A
55,Providence,BE,34,21,108.5,95.3,0.8151,51.7,47.5,17.5,17.1,27.1,27.7,32.2,27.9,53.7,45.6,32.8,34.2,67.8,0.8,N/A
56,Oregon,P12,34,23,113.3,99.6,0.8149,51.8,51.5,14.8,17.9,28.7,27.1,32.3,32.8,52.7,51.6,33.6,34.3,67.1,1.4,11
57,Virginia,ACC,33,23,104.6,92,0.8147,49.3,46.2,13.2,19.3,26,28.1,25.1,25.7,46.8,46.6,36.3,30.4,60,1.2,10
58,Utah St.,MWC,31,27,114.1,100.4,0.8144,54.1,49.6,15.7,16.4,28.5,25.4,40,30.4,57.1,53.1,32.1,29,68.5,3.3,8
59,UCF,B12,32,17,106.5,94,0.8086,47.7,47.5,18,20.3,32.9,27.3,37.2,39,47.4,45.9,32.1,33.3,68.4,-2.4,N/A
60,Bradley,MVC,32,22,111.8,98.8,0.8056,55.7,47.6,18.1,18.5,28.5,27.9,27.5,35.7,55,46.2,37.7,33.2,66.2,-3.4,N/A
61,Washington,P12,32,17,114.4,101.2,0.8037,53.5,50.1,15.9,15.8,27.1,28.9,32.1,33.1,53.8,49.9,35.4,33.7,71.1,-3.6,N/A
62,Xavier,BE,33,16,111.4,98.7,0.8008,49,49.6,16.2,16.2,32.1,29,32,30,48,49.4,34,33.3,70.9,-2.1,N/A
63,North Carolina St.,ACC,36,22,114,101.2,0.7981,50.7,50.5,13.7,17.9,28.6,29.3,32.5,31.9,50.1,49.5,34.6,34.9,67.9,-0.6,11
64,Kansas St.,B12,33,19,107.8,95.7,0.7978,50,46.5,21.3,15.9,32.5,30.5,38.9,32.6,51.5,46.7,32,30.7,67.2,0.36,N/A
65,Maryland,B10,33,16,105.7,94.3,0.7891,46.7,46.7,17.5,18.8,31.7,29.1,40.8,33.5,48.8,45.7,28.9,32.8,65.4,-4.1,N/A
66,North Texas,Amer,30,18,109.4,97.8,0.7834,50.8,47.5,17.8,19.6,33.9,31.9,29.1,40.3,47.2,46.8,37.7,32.5,61.3,-5.8,N/A
67,UNLV,MWC,29,19,111.3,99.6,0.7822,51.1,49.1,16.4,18.2,30.1,32.2,34,31.7,51.8,50.1,33.2,31.7,64.9,-2.6,N/A
68,SMU,Amer,31,20,111,99.5,0.779,50.8,46.7,16.6,18.9,38.5,31.3,28.3,33.1,50.5,46.1,34.3,31.8,67.4,-4.3,N/A
69,James Madison,SB,33,31,112,100.4,0.778,54.4,46.7,14.7,19.8,32,27.6,34.2,35.1,54.2,48.8,36.5,28.6,69.8,1.5,12
70,Grand Canyon,WAC,32,29,111.1,99.8,0.7733,52,45.9,17.8,19.9,34.6,29.6,45.3,34.8,52.3,44.4,34.4,32.6,68,1.3,12
71,San Francisco,WCC,32,23,109.6,98.5,0.7729,55.2,49.5,16.8,19.8,29.3,24.2,23.7,38.5,57.1,48.5,34.9,34.2,67,-2.4,N/A
72,USC,P12,33,15,110,99,0.7698,51.7,50.2,17.9,18.8,29,32.2,33.6,31.6,50.7,47.4,35.5,36.5,68.1,-5,N/A
73,Penn St.,B10,33,16,110.2,99.2,0.7686,50.3,50.2,15.7,20.7,26.8,32.2,35.3,36.3,50.5,52.5,33.4,30.3,69.8,-4.6,N/A
74,Minnesota,B10,32,18,114,102.9,0.7651,54.3,50.1,17.6,15.9,30.8,29.1,35.6,29.9,54.7,48.3,35.8,36.3,66.6,-2.5,N/A
75,Duquesne,A10,34,24,106.3,96.1,0.7612,50.1,48,17.5,19.5,29.9,30,33.1,35.3,49.6,48.4,33.9,31.7,66.3,-1.8,11
76,Mississippi,SEC,32,20,113.6,102.8,0.7591,51.2,50.2,15.7,18.1,30.1,36.2,35.1,32.3,49.2,50,36.6,33.8,66.8,-0.39,N/A
77,Georgia,SEC,33,17,109.6,99.3,0.7581,49.8,49.8,16.1,16.3,27.5,30.8,38.4,30.2,49.3,49.7,33.6,33.2,68.4,-3.7,N/A
78,Richmond,A10,32,23,106.8,96.8,0.7566,53,46.7,12.8,17.2,17,26.6,28.1,26.5,52,46.6,36.5,31.3,66.8,-0.7,N/A
79,Syracuse,ACC,31,20,111.2,100.8,0.7563,51.3,52.8,15.9,20.1,24.1,31.8,34.1,26.6,51.9,53.2,33.4,34.7,70.7,-0.26,N/A
80,Indiana,B10,33,19,109.8,99.5,0.7549,52.1,49,17.5,14.9,26.9,29.7,37.7,31.6,53.4,47.4,32.4,34.3,68.4,0.06,N/A
81,McNeese St.,Slnd,29,30,111.3,101,0.7524,54.9,47.8,14.2,23,32.1,30.4,40.6,33.9,52.8,46.3,39.4,33,65.3,0.7,12
82,LSU,SEC,32,17,110.4,100.3,0.7503,52.2,49.5,18.6,18.3,30.7,31.2,38.9,33.5,51.7,49.2,35.3,33.2,69.7,-3.1,N/A
83,VCU,A10,35,22,107.9,98.3,0.7455,52.2,46.6,18.3,16.7,28.3,26.9,35.7,34.8,51.2,46.3,35.7,31.4,65.2,-3.8,N/A
84,Loyola Chicago,A10,31,23,104.8,95.5,0.7447,51.8,46.2,18.6,17.8,27.1,25.1,33.6,36.2,51.1,43.4,35.2,34.2,68.6,-1.5,N/A
85,Yale,Ivy,29,22,109.8,100.1,0.7437,52.3,49.7,14.1,16,28.4,24,26.9,29,52.5,48.8,34.6,34,64.6,-2.5,13
86,Boston College,ACC,34,19,111.8,102,0.7427,52.7,50.4,15.5,16,27.3,26.7,25.5,28.4,51.8,49.5,36.1,34.6,67.1,-3.6,N/A
87,Florida St.,ACC,33,17,110.1,100.7,0.7372,50.3,52.2,16.4,20.7,28.5,32.8,36.8,41,51.5,51.6,31.7,35.4,70.9,-3.5,N/A
88,UCLA,P12,32,16,107.6,98.5,0.7339,46.6,50.1,16.5,18.1,29.9,28.3,35.8,35.8,45.2,49.7,33.3,33.7,63.1,-5.2,N/A
89,Samford,SC,32,29,111.7,102.4,0.7315,56.9,50,18.1,21.7,30.2,32,36.4,37,55.5,49.5,39.3,33.9,72.6,0.07,13
90,UC Irvine,BW,32,24,108.2,99.2,0.7313,52,45.9,17,17.5,31.3,27.7,34.6,35.5,51.9,44.2,34.9,33.3,68.4,-2.6,N/A
91,Princeton,Ivy,26,24,114.5,104.9,0.7312,54.6,51.4,12,16.7,24.2,24.8,29.2,24.7,56.3,52.9,35.3,32.7,64.8,1.2,N/A
92,South Florida,Amer,31,24,109.4,100.4,0.7288,51.8,47.6,15.4,18.6,28.2,30.5,37.7,34.8,49.5,48.2,36.6,31.1,67.9,-0.7,N/A
93,Miami FL,ACC,32,15,109.9,101.1,0.7241,52.7,51,17.2,16.6,28.7,28.5,24.6,22.3,51.6,52,36.1,33.3,68.7,-5.3,N/A
94,Louisiana Tech,CUSA,29,22,107.7,99,0.7237,50.6,45.6,18.8,17.6,33.8,28,42,32,49,43,35.7,33.5,65.6,-4.3,N/A
95,Memphis,Amer,32,22,111.5,102.6,0.7236,52.8,50,18,19.1,33.4,33.6,36.3,29.6,52.9,49.3,35,34,71.6,-1,N/A
96,Massachusetts,A10,31,20,110.9,102.1,0.7214,50.6,48.5,16,18.9,36.5,30.1,35.8,38.6,52.6,47.5,31.3,33.5,68.3,-4.6,N/A
97,Saint Joseph's,A10,34,21,110.6,102,0.7174,53,49,16.4,17.6,29.3,29.1,29.5,29,52.7,48.5,35.6,33.1,68.3,-4.4,N/A
98,George Mason,A10,31,20,108.7,100.3,0.7166,52,48,18.1,16.4,31.7,27.4,36.7,31.8,52.3,45,34.3,34.8,63.8,-4.6,N/A
99,College of Charleston,CAA,33,27,113.3,105.2,0.7019,52.4,50.6,14.3,16.4,33.5,26.6,26.9,28.3,52.6,50.5,34.8,33.8,70,-1.6,13
100,Appalachian St.,SB,31,27,106,98.4,0.7017,52.7,45.1,15.3,14.6,29.7,27.8,32.3,19.8,53.8,43.7,33.6,32.1,66.7,-1,N/A
101,Rutgers,B10,32,15,98.1,91.4,0.6928,43.5,47.2,16.6,21.7,30.2,31.3,32.9,34.3,43.7,46,28.7,32.7,67.8,-3.5,N/A
102,Stanford,P12,32,14,109.8,102.5,0.6901,54.3,51.9,17.8,15.5,23.2,27.3,28.6,25.3,53.6,50.9,36.9,35.7,69.5,-7,N/A
103,St. Bonaventure,A10,33,20,111,103.7,0.6876,52.3,51.1,16.2,19.2,29.7,28.5,32.2,33.9,50.8,51.8,36.5,33.5,65.4,-4.8,N/A
104,Belmont,MVC,32,20,109.1,102.1,0.6819,55,51.1,16.7,16.4,21,27.5,30.3,27,54.5,52.2,37.2,33,71.1,-5.2,N/A
105,Oklahoma St.,B12,32,12,108.8,101.8,0.681,51.3,51.3,18.8,16.8,27.5,28.5,34,27.6,52.2,51.5,33.4,34,67.1,-7.5,N/A
106,Charlotte,Amer,30,19,108.6,101.8,0.6783,50.8,48.5,15.5,15.2,26.1,29,35.2,31.5,53.2,49.5,31.3,31.1,62.4,-5,N/A
107,Arkansas,SEC,33,16,109.5,102.7,0.6777,50.5,50.4,16.3,15.1,25.2,29.8,45.3,39,51.8,50.1,31.8,33.9,70.6,-4.8,N/A
108,Northern Iowa,MVC,32,19,108.7,102.3,0.6677,51.6,52.2,15.2,16.5,23.9,22.5,37.4,30.5,51.9,52,34.1,35,66.5,-5,N/A
109,UAB,Amer,33,23,112.7,106.3,0.6634,50.1,51,16.7,16.1,35.3,31,40.5,31.4,50.4,50.2,33.1,35,67.7,-2.7,12
110,Vermont,AE,32,28,104.5,98.7,0.6593,51.8,46.7,13.8,15.1,22.4,23.3,29.7,25.9,53.1,46.4,33.5,31.5,63.3,-1.2,13
111,Cornell,Ivy,27,22,111.4,105.2,0.6573,56.5,51.3,17.2,18.5,27.2,31,28.8,32.6,61.7,52.4,33.9,33.2,71.5,-1.5,N/A
112,Hofstra,CAA,32,20,107.9,102,0.657,55.4,49,15.7,17.7,22.9,29.7,22.3,29,55.5,46.9,36.8,34.6,65.6,-6.4,N/A
113,Western Carolina,SC,29,22,107.7,101.9,0.6541,51.7,47.2,14.7,13.3,29.1,24.2,27.7,32.4,49.8,45.5,36.8,33.9,66.8,-5.3,N/A
114,Michigan,B10,32,8,110,104.4,0.6464,51.1,52.5,18.6,13.7,30.7,30.4,32,30.5,49.5,51.7,35.9,36.1,67.4,-9.2,N/A
115,California,P12,32,13,107.8,102.7,0.6368,49.2,51.3,16.2,14.7,28.6,26.7,29.2,33.1,48,50,33.8,35.7,68.4,-7.5,N/A
116,Southern Illinois,MVC,31,19,108.5,103.4,0.6364,52.5,50.1,16.8,16.2,26.1,25.6,35.9,36.5,53.4,52.1,34.3,30.4,64.2,-6.3,N/A
117,UT Arlington,WAC,32,20,108.2,103.1,0.636,52.1,49,21.5,18.6,32.8,29.4,39,42,51.3,47.4,35.4,34.6,70.8,-6.4,N/A
118,Santa Clara,WCC,32,20,108.4,103.3,0.6344,52.3,48.4,18.2,14.4,34.1,26.1,31.6,33.3,52.6,48.9,34.5,31.7,69,-3.8,N/A
119,Davidson,A10,30,15,104.7,99.9,0.6331,48.9,49.4,16.3,17.2,26.1,27.8,33.5,32.8,50.8,49.5,30.7,32.8,65.4,-8.7,N/A
120,Troy,SB,29,20,106.7,101.8,0.6307,50.1,49.8,19.6,20.8,34.8,30.7,41.3,39.8,48.2,47.7,35.3,35.9,69.6,-7.3,N/A
121,UNC Wilmington,CAA,28,21,112.5,107.9,0.6178,51.1,51.7,12.8,17.1,29.9,30.6,32.9,33.1,52.1,50.8,33,35.5,65.1,-4.7,N/A
122,High Point,BSth,31,25,114.1,109.5,0.6162,52.3,50.2,16.2,14.1,37.1,25.5,44.4,38.2,53.6,49.6,33.7,34.4,68.5,-4.2,N/A
123,Georgia Tech,ACC,32,14,107.9,103.8,0.6095,48.7,49.2,17.7,12.8,31.6,28.5,29.2,31.6,48.6,49.5,32.6,32.6,67.4,-5.7,N/A
